grant_id,mechanistic,clinical,research_tool,therapeutic,diagnostic,obs_ep,infrastructure,education
5RM1HG011016-05,0,0,1,0,0,0,0,0
1UG3HG014379-01,0,0,0,0,1,0,0,0
5R00HG011475-05,0,0,1,0,0,0,0,0
5R01HG013503-02,0,0,1,0,0,0,0,0
5U24HG011851-05,0,0,1,0,0,0,1,0
5U01HG013276-03,0,0,0,0,0,1,0,0
5U13HG011814-05,0,0,0,0,0,0,0,0
5UM1HG011986-05,0,0,0,0,0,0,1,0
5U24HG013077-03,0,1,0,0,0,0,1,0
5U24HG010733-07,0,0,0,0,0,0,1,0
5R01HG012841-03,0,0,0,0,0,0,0,0
3R01HG012824-03S1,0,0,0,0,0,1,0,0
5R01HG012470-04,0,0,1,0,0,0,0,0
5R01HG012445-05,0,0,1,0,0,0,0,0
5U01HG012022-05,0,0,1,0,0,0,0,0
5R01HG012605-03,0,0,1,0,0,0,0,0
5T32HG000044-29,0,0,0,0,0,0,0,1
5U41HG010972-07,0,0,0,0,0,0,1,0
5U41HG010972-07-5245,0,0,0,0,0,0,1,0
5R01HG013736-02,0,0,1,0,0,0,0,0
5R01HG013124-02,0,0,1,0,0,0,1,0
5R01HG013428-02,0,1,0,0,1,0,0,0
1R01HG014564-01,0,0,0,0,0,0,0,0
1R01HG014062-01A1,0,1,0,0,0,0,0,0
1R41HG014741-01,0,0,1,0,0,0,0,0
4K00HG013437-03,0,0,0,0,0,1,0,0
5K01HG012408-04,0,1,0,0,0,0,0,0
4R00HG012211-02,0,0,0,0,0,0,0,0
4R00HG013343-02,0,0,1,0,0,0,0,0
5R01HG011916-04,0,1,0,1,0,0,0,0
5R01HG013671-02,0,0,1,0,0,0,0,0
5R00HG012797-04,0,0,1,0,0,0,0,0
5K99HG013600-02,0,1,0,0,0,0,0,0
5R01HG011411-05,0,0,0,0,1,0,0,0
5U24HG011451-04,0,0,0,0,0,0,1,0
5U24HG010262-08,0,0,0,0,0,0,1,0
5UM1HG012003-05,0,0,0,0,0,0,0,0
5U54HG012723-04,0,0,0,0,0,0,1,0
5K01HG011683-06,0,0,0,0,0,0,0,0
5R25HG006424-14,0,0,0,0,0,0,0,1
5R01HG012247-04,0,0,0,0,0,0,0,0
3UM1HG006370-14S2,0,0,0,0,0,0,1,0
2T32HG000040-31,0,0,0,0,0,0,0,1
2T32HG000035-31,0,0,0,0,0,0,0,1
5R44HG013071-03,0,0,1,0,0,0,0,0
5R01HG013145-03,0,0,0,0,0,0,0,0
5U01HG011755-05,1,0,0,0,0,0,0,0
5R01HG002385-24,0,0,1,0,0,0,0,0
5U24HG012070-05,0,0,0,0,0,0,1,0
5R01HG013359-03,0,0,1,0,0,0,0,0
5R01HG012819-03,0,0,1,0,0,0,0,0
3U01HG011175-05S3,0,1,0,0,0,0,0,0
5R00HG012223-04,0,0,1,0,0,0,0,0
5R01HG012735-04,0,0,1,0,0,0,0,0
5T32HG009496-09,0,0,0,0,0,0,0,1
5U24HG002371-26,0,0,1,0,0,0,1,0
5R44HG012535-03,0,0,0,0,1,0,0,0
5R01HG012246-04,1,0,0,0,0,0,0,0
3U01HG008657-10S1,0,1,0,0,0,0,0,0
5K01HG013114-03,0,1,0,0,0,0,0,0
5U54HG012510-05-6106,0,0,0,0,0,0,1,0
5U54HG013243-03-9473,0,0,0,0,0,0,1,0
5U54HG013243-03-9477,0,0,0,0,0,0,0,0
2T32HG000046-26,0,0,0,0,0,0,0,1
5R35HG011329-05,0,0,0,0,0,0,0,0
5R35HG011939-05,0,0,1,0,0,0,0,0
5U01HG013189-03,0,0,0,0,0,1,0,0
5RM1HG011563-05,1,0,0,0,0,0,0,0
5UM1HG012076-05,0,0,0,0,0,0,1,0
5U54HG012723-04-5047,0,0,0,0,0,0,0,0
5R01HG012117-05,0,0,1,0,0,0,0,0
2R01HG010774-05A1,0,0,1,0,0,0,0,0
5U01HG013175-03,0,0,1,0,0,0,0,0
5R01HG012558-04,0,0,1,0,0,0,0,0
1R01HG013710-01A1,0,0,0,0,0,0,1,0
5R01HG012271-04,0,1,0,0,1,0,0,0
5UM1HG012649-04,0,0,1,0,0,0,1,0
5U24HG012674-04,0,0,0,0,0,0,1,0
5U24HG012198-04,0,0,0,0,0,0,1,0
3U01HG013276-03S1,0,0,0,0,0,1,0,0
3U24HG012542-04S1,0,0,0,0,0,0,1,0
3U24HG012674-04S1,0,0,0,0,0,0,1,0
3U24HG012198-04S1,0,0,0,0,0,0,1,0
2R44HG013456-02,0,0,0,0,0,0,0,0
4U01HG013198-02,0,0,0,0,0,0,1,0
5U54HG013247-03-9465,0,0,0,0,0,1,0,0
5R35HG011311-05,0,0,0,0,0,1,0,0
1R41HG014454-01,0,1,0,0,0,0,0,0
1UM1HG014596-01,0,0,0,0,0,0,0,0
5R25HG012994-03,0,0,0,0,0,0,0,1
5K99HG013547-02,0,0,0,0,0,0,0,1
5T32HG002760-23,0,0,0,0,0,0,0,1
4R42HG013908-02,0,1,0,0,0,0,0,0
5U24HG012012-05,0,0,0,0,0,0,1,0
5UM1HG006348-14,0,0,0,0,0,0,1,0
5U24HG009649-09,0,0,0,0,0,0,1,0
5U24HG011453-05,0,0,0,0,0,0,1,0
5R01HG013670-02,0,0,1,0,0,0,0,0
5R01HG012287-13,0,0,1,0,0,0,0,0
5R01HG012285-04,1,0,0,0,0,0,0,0
5R01HG012748-03,0,0,1,0,1,0,0,0
5R01HG011795-05,0,0,0,0,1,0,0,0
1R01HG014186-01,0,0,1,0,0,0,0,0
5R01HG011886-04,0,0,1,0,0,0,0,0
5R01HG013083-02,0,0,1,0,0,0,0,0
5K99HG013663-02,1,0,0,0,0,0,0,0
5U41HG010972-07-5244,0,0,1,0,0,0,1,0
5U41HG010972-07-5246,0,0,0,0,0,0,1,0
5R01HG013634-02,1,0,0,0,0,0,0,0
5DP1HG013599-03,0,0,1,0,0,0,0,0
5R44HG014126-02,0,0,0,0,0,0,0,0
5R25HG013492-02,0,0,0,0,0,0,0,1
7R01HG013718-02,0,1,0,0,0,0,0,0
5K00HG012711-04,0,0,0,0,0,1,0,0
5U24HG013013-03,0,0,0,0,0,0,0,1
5T32HG009495-09,0,0,0,0,0,0,0,1
5R00HG012945-04,0,0,1,0,0,0,0,0
3U01HG011176-05S1,0,1,0,0,1,0,0,0
5F31HG013262-02,0,0,1,0,0,0,0,0
5R00HG012798-04,0,0,1,0,0,0,0,0
4R00HG013129-03,0,0,1,0,0,0,0,0
5RM1HG011543-05,0,0,1,0,0,0,1,0
5R01HG011646-04,0,0,0,0,0,1,0,0
5K08HG012374-03,0,0,0,0,0,1,0,0
5R01HG012467-04,0,0,1,0,0,0,0,0
5R01HG012444-05,1,0,0,0,0,0,0,0
5R01HG012349-04,0,0,1,0,0,0,0,0
4K00HG013438-02,0,0,1,0,0,0,0,0
5U24HG011449-05,0,0,1,0,0,0,1,0
2R44HG013284-02A1,0,0,1,0,0,0,0,0
5RM1HG008935-10,0,0,1,0,0,0,0,0
5R25HG007825-11,0,0,0,0,0,0,0,1
1R01HG014139-01,1,0,1,0,0,0,0,0
5R01HG009116-09,0,0,1,0,0,0,0,0
5K99HG013674-02,0,0,1,0,0,0,0,0
5R00HG012379-04,0,0,0,0,0,0,0,1
5R00HG012593-04,1,0,0,0,0,0,0,0
5R01HG012926-03,0,0,1,0,0,0,0,0
5R25HG012324-03,0,0,0,0,0,0,0,1
5R25HG013571-02,0,0,0,0,0,0,0,1
5R01HG011664-04,1,0,0,0,0,0,0,0
5R01HG010885-06,0,0,0,0,0,1,0,0
5R01HG003988-20,1,0,0,0,0,0,0,0
5R01HG012572-04,0,0,1,0,0,0,0,0
5R01HG012967-03,0,0,1,0,0,0,0,0
5R01HG012970-03,1,0,0,0,0,0,0,0
5U01HG012041-05,1,0,0,0,0,0,0,0
5UM1HG011966-05,1,0,0,0,0,0,0,0
5U54HG013243-03,0,0,0,0,0,0,1,0
5F32HG012889-03,0,0,1,0,0,0,0,0
5U01HG012103-05,0,0,1,0,0,0,0,0
5T32HG002536-24,0,0,0,0,0,0,0,1
5R01HG011774-04,0,0,1,0,0,0,0,0
3U01HG011172-05S1,0,1,0,0,0,0,0,0
5R25HG011448-04,0,0,0,0,0,0,0,1
5U01HG011710-05,0,0,0,0,1,0,0,0
5R01HG011798-05,0,1,0,0,0,0,0,0
5F31HG013267-03,0,0,0,0,0,0,0,0
5R01HG012869-03,0,0,1,0,0,0,0,0
5R00HG012579-04,0,0,1,0,0,0,0,0
1R01HG014687-01,0,0,1,0,0,0,0,0
1R43HG014743-01,0,0,1,0,0,0,0,0
7R01HG013851-02,0,1,0,0,0,0,0,0
5F99HG013879-02,0,0,0,0,0,0,0,0
3R01HG013258-02S1,1,0,0,0,0,0,0,0
5R01HG012824-03,0,0,0,0,0,1,0,0
5R25HG011845-05,0,0,0,0,0,0,0,1
5R01HG012590-03,0,0,1,0,0,0,0,0
5K00HG012487-04,0,1,0,0,0,0,0,0
1R01HG014458-01,0,0,1,0,0,0,0,0
5R01HG013425-02,0,0,0,0,0,0,0,0
5R01HG011035-04,0,0,1,0,0,0,0,0
5R01HG012790-03,1,0,0,0,0,0,0,0
5T32HG002295-23,0,0,0,0,0,0,0,1
5K99HG013676-02,1,0,0,0,0,0,0,0
5K99HG013546-02,0,0,1,0,0,0,0,0
5R25HG012322-04,0,0,0,0,0,0,0,1
5R35HG011922-05,0,0,1,0,0,0,0,0
5U01HG012039-05,0,0,1,0,0,0,0,0
5U01HG013776-02,0,1,0,0,0,0,0,0
7R25HG013479-02,0,0,0,0,0,0,0,1
5R25HG012330-04,0,0,0,0,0,0,0,1
5F31HG013464-02,1,0,0,0,0,0,0,0
1R01HG014175-01,0,0,1,0,0,0,0,0
5R01HG013328-03,0,0,1,0,0,0,0,0
2R01HG006677-24,0,0,1,0,0,0,0,0
5R01HG006827-14,0,0,1,0,0,0,0,0
5R01HG014227-02,0,0,0,0,0,0,0,0
5R21HG013565-02,0,0,0,0,0,1,0,0
1F31HG014124-01,1,0,0,0,0,0,0,0
5U01HG012069-05,0,0,1,0,0,0,0,0
5U01HG011967-05,0,0,1,0,0,0,0,0
5U01HG013177-03,0,0,1,0,0,0,0,0
5R35HG011949-05,0,0,1,0,0,0,0,0
5R35HG011899-05,0,0,1,0,0,0,0,0
3U01HG008680-09S1,0,1,0,0,1,0,0,0
2T32HG000047-26,0,0,0,0,0,0,0,1
5T32HG008962-10,0,0,0,0,0,0,0,1
5R35HG011959-05,1,0,0,0,0,0,0,0
5U01HG012064-05,0,0,1,0,0,0,0,0
1R01HG013724-01A1,0,0,1,0,0,0,0,0
5U24HG008736-10,0,0,0,0,0,0,1,0
5U01HG012047-05,1,0,0,0,0,0,0,0
5R25HG012701-04,0,0,0,0,0,0,0,1
5R01HG012413-04,0,0,1,0,0,0,0,0
5R01HG012670-04,0,1,0,0,0,0,0,0
5U24HG012107-04,0,0,1,0,0,0,0,0
5U54HG013247-03,0,0,0,0,0,0,1,0
5U24HG012750-03,0,0,0,0,0,0,1,0
5UM1HG011996-05,1,0,0,0,0,0,0,0
5UM1HG011989-05,0,0,0,0,0,0,1,0
5U24HG002223-26,0,0,0,0,0,0,1,0
5UM1HG010971-07,0,0,0,0,0,0,1,0
1U13HG014594-01,0,0,0,0,0,0,0,0
5R44HG012531-03,0,0,1,0,0,0,0,0
5U01HG013442-03,0,0,0,0,0,1,0,0
5U01HG013796-02,0,1,0,0,0,0,0,0
5UM1HG012053-05,1,0,0,0,0,0,0,0
5UM1HG006370-14,0,0,0,0,0,0,1,0
5U24HG012090-05,0,0,0,0,0,0,1,0
5K08HG013111-03,0,1,0,0,0,0,0,0
1R01HG013495-01A1,0,0,1,0,0,0,0,0
5T32HG008961-10,0,0,0,0,0,0,0,1
5U01HG013176-03,0,0,1,0,0,0,1,0
5RM1HG011558-05,0,0,1,0,0,0,0,0
1K99HG014205-01,1,0,0,0,0,0,0,0
1R43HG014149-01,0,1,0,0,0,0,0,0
5F32HG013265-02,0,0,1,0,0,0,0,0
3U24HG012674-04S2,0,0,0,0,0,0,1,0
1R01HG013986-01A1,0,0,1,0,0,0,1,0
5U54HG013247-03-9462,0,0,0,0,0,0,0,1
5U54HG013247-03-9464,0,0,0,0,0,0,0,0
5U54HG013243-03-9474,0,0,0,0,0,0,0,1
2R01HG011067-05,0,0,1,0,0,0,0,0
5R01HG011773-04,0,0,1,0,0,0,0,0
5U01HG011717-05,0,0,0,0,1,0,0,0
5R01HG012357-04,0,0,1,0,0,0,0,0
5R01HG013321-02,0,0,1,0,0,0,0,0
5U01HG012009-05,0,0,1,0,0,0,0,0
5U24HG007346-08,0,0,0,0,0,0,1,0
5R35HG011315-05,1,0,0,0,0,0,0,0
5UM1HG011969-05,0,0,0,0,0,0,1,0
5R01HG012131-04,0,0,1,0,0,0,0,0
5U54HG012510-05,0,0,0,0,0,0,1,0
5R01HG013104-03,0,0,1,0,0,0,0,0
5UM1HG011972-05,0,0,1,0,0,0,0,0
5R01HG012761-03,0,0,1,0,0,0,0,0
5R01HG009299-08,0,0,1,0,0,0,0,0
5UM1HG012660-04,0,0,1,0,0,0,0,0
5R01HG012875-03,0,0,1,0,0,0,0,0
3U01HG006379-13S1,0,1,0,0,0,0,0,0
5R01HG013110-03,0,0,1,0,0,0,0,0
5R01HG012555-04,0,0,1,0,0,0,0,0
5R01HG012944-02,0,0,1,0,0,0,0,0
3U01HG011169-05S1,0,1,0,1,0,0,0,0
5R01HG013534-02,0,0,1,0,0,0,0,0
5R01HG011914-04,0,1,0,0,0,0,0,0
5R01HG012657-04,0,1,0,0,1,0,0,0
5U01HG012079-05,1,0,0,0,0,0,0,0
5F31HG013609-02,0,0,1,0,0,0,0,0
1K99HG014240-01,0,0,1,0,0,0,0,0
1R01HG014255-01,0,0,1,0,0,0,0,0
5R01HG012133-05,0,0,1,0,0,0,0,0
1F31HG014413-01,0,0,1,0,0,0,0,0
5R01HG012773-03,0,0,1,0,0,0,0,0
5U24HG006834-12,0,0,0,0,0,0,1,0
5R01HG011794-05,0,1,0,0,0,0,0,0
5U24HG010859-07,0,0,0,0,0,0,1,0
5R25HG012702-04,0,0,0,0,0,0,0,1
5R01HG013258-02,1,0,0,0,0,0,0,0
1R01HG014490-01,0,0,1,0,0,0,0,0
1R01HG014518-01,0,0,1,0,0,0,0,0
5U01HG013201-03,0,0,0,0,1,0,0,0
5U24HG009650-09,0,0,0,0,0,0,1,0
5K01HG012789-04,0,0,1,0,0,0,0,0
5F31HG013259-03,0,0,1,0,0,0,0,0
5U01HG013275-03,0,0,0,0,0,1,0,0
5K99HG013348-02,0,0,1,0,0,0,0,0
5K99HG013675-02,1,0,0,0,0,0,0,0
4R00HG012809-03,0,1,0,0,0,0,0,0
4R00HG013661-02,0,0,1,0,0,0,0,0
2R01HG011392-06,0,0,1,0,0,0,0,0
5R25HG012919-03,0,0,0,0,0,0,0,1
5R01HG013185-03,0,0,1,0,0,0,0,0
5R01HG002585-18,0,0,1,0,0,0,0,0
5R01HG013163-02,0,0,0,0,0,1,0,0
5R35HG011909-05,1,0,0,0,0,0,0,0
5R01HG010086-07,0,0,1,0,0,0,0,0
5R00HG012796-04,0,0,1,0,0,0,0,0
5U01HG011715-06,0,0,1,0,0,0,0,0
5R00HG012956-03,1,0,0,0,0,0,0,0
5U01HG012051-05,1,0,0,0,0,0,0,0
5U24HG006673-14,0,0,1,0,0,0,1,0
5R25HG013471-02,0,0,0,0,0,0,0,1
5U24HG007822-12,0,0,0,0,0,0,1,0
2R01HG011711-05,0,0,0,0,0,0,0,0
5T32HG008341-10,0,0,0,0,0,0,0,1
5K99HG013429-02,0,0,1,0,0,0,0,0
5R35HG011944-05,0,0,0,0,0,0,0,0
1R41HG014101-01A1,0,0,1,0,0,0,0,0
5RM1HG009490-09,0,0,1,0,0,0,0,0
2RM1HG011014-06,0,0,1,0,0,0,0,0
5U24HG012556-04,0,0,0,0,0,0,1,0
5R25HG012915-03,0,0,0,0,0,0,0,1
5U54HG012723-04-5046,0,0,0,0,0,0,1,0
5U54HG013247-03-9463,0,0,0,0,0,0,1,0
3U24HG011853-05S1,0,0,0,0,0,0,1,0
5U24HG011853-05,0,0,0,0,0,0,1,0
2U24HG007234-13,0,0,1,0,0,0,1,0
4UH3HG013248-02,0,0,0,0,0,0,1,0
3U41HG010972-07S1,0,0,0,0,0,0,1,0
3U24HG012198-04S2,0,0,0,0,0,0,1,0
5U01HG013784-02,0,1,0,0,0,0,0,0
1R01HG014487-01,0,0,1,0,0,0,0,0
1K99HG014204-01,0,0,1,0,0,0,0,0
5K01HG013112-03,0,0,1,0,0,0,0,0
3UM1HG006370-14S1,0,0,0,0,0,0,1,0
5R01HG012697-04,0,0,1,0,0,0,0,0
5R35HG011941-05,0,0,1,0,0,0,0,0
5F99HG013437-02,0,0,0,0,0,0,0,1
5UM1HG012010-05,1,0,0,0,0,0,0,0
5R00HG011488-05,0,0,1,0,0,0,0,0
5U01HG011952-05,0,0,1,0,0,0,0,0
5R01HG013017-03,0,0,0,0,0,0,1,0
5R01HG011799-05,0,1,0,0,1,0,0,0
5U01HG012059-05,1,0,0,0,0,0,0,0
5T32HG012344-04,0,0,0,0,0,0,0,1
1R43HG014420-01,0,0,1,0,0,0,0,0
5R01HG012216-04,0,0,1,0,0,0,0,0
3U01HG011167-05S1,0,1,0,0,1,0,0,0
1R21HG014016-01,0,0,1,0,0,0,0,0
5K01HG013687-02,0,1,0,0,0,0,0,0
5R01HG013409-02,0,0,1,0,0,0,0,0
5R01HG013117-02,0,0,1,0,0,0,0,0
5R01HG012784-03,0,0,1,0,0,0,1,0
5RM1HG010461-07,0,0,1,0,0,0,0,0
5T32HG008953-10,0,0,0,0,0,0,0,1
5U54HG013243-03-9476,0,0,0,0,0,1,0,0
5U54HG013243-03-9475,0,0,0,0,0,0,1,0
5K01HL159315-05,0,0,0,0,0,1,0,0
5K01HL169756-02,1,0,0,0,0,0,0,0
1P01HL183482-01,0,0,0,1,0,0,0,0
5P01HL158502-04,1,0,0,0,0,0,0,0
2P01HL146369-07,1,0,0,0,0,0,0,0
5K08HL172012-02,1,0,0,0,0,0,0,0
1K08HL177161-01,1,0,0,0,0,0,0,0
1K08HL175217-01A1,1,0,0,0,0,0,0,0
5K99HL173646-02,0,0,0,1,0,0,0,0
5K99HL171844-02,1,0,0,0,0,0,0,0
1K99HL181285-01,1,0,0,0,0,0,0,0
1K99HL177310-01A1,1,0,0,0,0,0,0,0
5K24HL167910-02,0,0,0,0,0,0,0,1
5K24HL144917-07,0,0,0,0,0,0,0,1
1K23HL181100-01,0,0,0,1,0,0,0,0
3U24HL163122-04S1,0,0,0,0,0,0,1,0
3U24HL163114-04S1,0,1,0,0,0,0,0,0
5F31HL168946-03,1,0,0,0,0,0,0,0
5F30HL163869-04,0,0,0,1,0,0,0,0
5F30HL170483-03,1,0,0,0,0,0,0,0
5F30HL165594-05,1,0,0,0,0,0,0,0
5F30HL175968-02,1,0,0,0,0,0,0,0
5F30HL170731-03,1,0,0,0,0,0,0,0
5F30HL167564-03,0,0,0,1,0,0,0,0
5F30HL172613-02,1,0,0,0,0,0,0,0
3R01HL144406-07S1,0,1,0,0,0,0,0,0
5F31HL170717-03,1,0,0,0,0,0,0,0
1F31HL179990-01,0,0,0,0,0,1,0,0
5F31HL174137-02,0,0,1,0,0,0,0,0
5F31HL170715-02,0,0,1,0,0,0,0,0
5F31HL176388-02,1,0,0,0,0,0,0,0
5F31HL176167-02,1,0,0,0,0,0,0,0
5F32HL176202-02,0,0,0,0,0,1,0,0
1F31HL181942-01,0,0,1,0,0,0,0,0
1F31HL182129-01,1,0,0,0,0,0,0,0
1P01HL174442-01A1-9506,0,0,0,0,0,0,1,0
1P01HL174442-01A1-9509,1,0,0,0,0,0,0,0
1P01HL174442-01A1-9511,1,0,0,0,0,0,0,0
5P01HL169188-02-6132,1,0,0,0,0,0,0,0
1P01HL180323-01-8428,1,0,0,0,0,0,0,0
1P01HL180323-01-8429,1,0,0,0,0,0,0,0
2T32HL125204-11,0,0,0,0,0,0,0,1
5U01HL145386-07,0,0,0,0,0,0,1,0
5R44HL140669-06,0,0,0,0,1,0,0,0
5T32HL134616-09,0,0,0,0,0,0,0,1
5U01HL163300-04,0,0,0,0,1,0,0,0
5U01HL160279-05,0,0,0,0,0,1,0,0
5R35HL161169-04,1,0,0,0,0,0,0,0
1R41HL180169-01,0,0,0,0,1,0,0,0
1R34HL177448-01A1,0,0,0,1,0,0,0,0
5R01HL162662-03,1,0,0,0,0,0,0,0
5R01HL169205-03,1,0,0,0,0,0,0,0
1R01HL178952-01,0,1,0,0,0,0,0,0
5R01HL171366-02,1,0,0,0,0,0,0,0
5R01HL165301-03,1,0,0,0,0,0,0,0
5R01HL169766-03,0,0,0,0,0,1,0,0
5P01HL172729-02-6947,0,0,0,0,0,0,1,0
5P01HL172729-02-6953,0,0,0,0,0,1,0,0
1K08HL179459-01,1,0,0,0,0,0,0,0
5K01HL159047-05,1,0,0,0,0,0,0,0
5K01HL168214-02,0,1,0,1,0,0,0,0
5K01HL145339-05,1,0,0,0,0,0,0,0
1F32HL179827-01,1,0,0,0,0,0,0,0
1F30HL182280-01,1,0,0,0,0,0,0,0
1F31HL182332-01,0,0,1,0,0,0,0,0
5P01HL151327-05-8464,1,0,0,0,0,0,0,0
5P01HL160471-03-8270,0,0,0,0,0,0,1,0
1F32HL176158-01A1,1,0,0,0,0,0,0,0
1F32HL182109-01,1,0,0,0,0,0,0,0
1F32HL182304-01,1,0,0,0,0,0,0,0
1F30HL182282-01,1,0,0,0,0,0,0,0
1F31HL182309-01,1,0,0,0,0,0,0,0
1F31HL182219-01,1,0,0,0,0,0,0,0
5R33HL156888-05,0,0,0,1,0,0,0,0
5R33HL155810-05,0,1,0,1,0,0,0,0
5R33HL153001-05,0,1,0,1,0,0,0,0
5R33HL159948-05,0,0,1,0,0,0,0,0
5R33HL155498-05,0,1,0,1,0,0,0,0
5R34HL166438-03,0,0,0,1,0,0,0,0
1R01HL174419-01,1,0,0,0,0,0,0,0
1R01HL179686-01,0,0,0,1,0,0,0,0
1R01HL179317-01,1,0,0,0,0,0,0,0
1R01HL179189-01,1,0,0,0,0,0,0,0
1R03HL178874-01,1,0,0,0,0,0,0,0
5R01HL165135-04,1,0,0,0,0,0,0,0
1R21HL179562-01,0,0,1,0,0,0,0,0
5R01HL166175-03,0,0,0,0,0,1,0,0
1R01HL179702-01A1,1,0,0,0,0,0,0,0
1R01HL175072-01A1,1,0,0,0,0,0,0,0
2R01HL142272-05,0,0,0,0,1,0,0,0
1R01HL172907-01A1,0,0,1,0,0,0,0,0
1R01HL175382-01A1,1,0,0,0,0,0,0,0
1R01HL174930-01A1,1,0,0,0,0,0,0,0
5R01HL168597-03,0,0,0,1,0,0,0,0
5R01HL169171-03,0,0,0,0,0,1,0,0
5R01HL160332-05,0,0,0,0,0,1,0,0
5R01HL159869-04,0,0,1,0,0,0,0,0
5R01HL105947-11,1,0,0,0,0,0,0,0
5R01HL156948-04,1,0,0,0,0,0,0,0
5R01HL160590-04,1,0,0,0,0,0,0,0
5R03HL174207-02,0,1,0,0,0,0,0,0
5R01HL170905-02,0,0,0,1,0,0,0,0
5R21HL170269-02,0,0,0,0,0,1,0,0
5R03HL174883-02,0,0,0,1,0,0,0,0
5R01HL172292-03,0,1,0,0,0,0,0,0
5R01HL157712-05,0,0,0,0,0,0,0,0
5R21HL172011-03,0,0,0,0,1,0,0,0
5R21HL173731-02,0,0,0,0,1,0,0,0
5R21HL172296-02,0,0,0,0,1,0,0,0
5R01HL158641-05,1,0,0,0,0,0,0,0
5R21HL170213-02,0,0,0,0,0,1,0,0
5R01HL166337-03,0,0,0,0,1,0,0,0
5R01HL172029-02,1,0,0,0,0,0,0,0
5R01HL165343-03,1,0,0,0,0,0,0,0
5R01HL160993-04,0,0,0,1,0,0,0,0
1R01HL176320-01A1,0,0,0,0,0,1,0,0
5R01HL121500-12,1,0,0,0,0,0,0,0
1R01HL180305-01,0,0,0,0,1,0,0,0
1R01HL180371-01,0,0,0,1,0,0,0,0
1R01HL174555-01A1,0,0,0,0,1,0,0,0
1R01HL180657-01,0,0,0,0,0,1,0,0
1R01HL180759-01,1,0,0,0,0,0,0,0
1R01HL180833-01,1,0,0,0,0,0,0,0
1R21HL175093-01A1,0,0,0,0,1,0,0,0
1R01HL176683-01A1,1,0,0,0,0,0,0,0
1R21HL175534-01A1,0,1,0,0,0,1,0,0
1R21HL181712-01,0,0,1,0,0,0,0,0
1R01HL176531-01A1,0,0,0,1,0,0,0,0
2R01HL051177-30,1,0,0,0,0,0,0,0
1R01HL176818-01A1,0,0,0,0,0,0,1,0
1R01HL173431-01A1,1,0,0,0,0,0,0,0
2R01HL141232-05A1,1,0,0,0,0,0,0,0
1R01HL171594-01A1,0,0,0,1,0,0,0,0
1R01HL177930-01A1,1,0,0,0,0,0,0,0
1R01HL177898-01A1,1,0,0,0,0,0,0,0
1R13HL182314-01,0,0,0,0,0,0,1,0
1R01HL178399-01A1,1,0,0,0,0,0,0,0
1R01HL184128-01,0,0,0,0,1,0,0,0
3R01HL182509-01S1,0,1,0,0,0,0,0,0
3R01HL160616-04S1,0,0,0,1,0,0,0,0
1R01HL178501-01,1,0,0,0,0,0,0,0
5R01HL159200-05,0,0,0,0,1,0,0,0
5R01HL160870-04,1,0,0,0,0,0,0,0
5R00HL150319-05,1,0,0,0,0,0,0,0
5R00HL155492-05,1,0,0,0,0,0,0,0
5R00HL161320-04,1,0,0,0,0,0,0,0
5R00HL151825-05,1,0,0,0,0,0,0,0
5R35HL155466-05,0,0,0,0,1,0,0,0
3R61HL178398-01A1S1,0,1,0,1,0,0,0,0
5P01HL171803-02-8809,0,0,0,0,0,0,1,0
5P01HL171803-02-8812,1,0,0,0,0,0,0,0
1U54HL185005-01-7586,0,0,0,0,0,1,0,0
1U54HL185005-01-7587,0,0,0,0,0,0,0,0
5P01HL158505-04-7988,0,0,0,0,0,0,1,0
5P01HL158505-04-7989,1,0,0,0,0,0,0,0
5P01HL158505-04-7992,0,0,0,1,0,0,0,0
5P01HL158505-04-7993,0,0,0,1,0,0,0,0
5T32HL134621-09,0,0,0,0,0,0,0,1
3U01HL172182-03S1,0,0,0,0,1,0,0,0
3U01HL145386-07S1,0,0,0,0,0,0,1,0
5P01HL158502-04-5992,1,0,0,0,0,0,0,0
1U54HL185005-01-7584,0,0,0,0,0,0,1,0
3UH3HL152373-06S1,0,1,0,1,0,0,0,0
5R25HL108853-13,0,0,0,0,0,0,0,1
1P01HL183483-01-7059,0,0,0,1,0,0,0,0
5P01HL160469-04-9207,0,0,0,0,0,0,1,0
5U54HL143541-08-7959,0,0,0,0,0,0,1,0
3R33HL151254-05S1,0,0,0,1,0,0,0,0
5R33HL164373-04,0,0,0,1,0,0,0,0
1F32HL182307-01,0,1,0,0,0,1,0,0
3R33HL172269-02S1,0,1,0,1,0,0,0,0
1F31HL182293-01,0,0,0,1,0,0,0,0
5R01HL160588-03,0,1,0,0,0,1,0,0
5U54HL160273-05-9436,0,0,0,0,0,0,1,0
5UG1HL174446-02,0,0,0,0,0,0,1,0
1U24HL180994-01,0,0,0,1,0,0,0,0
5F30HL174095-02,1,0,0,0,0,0,0,0
5F31HL172519-02,1,0,0,0,0,0,0,0
1F31HL182220-01,1,0,0,0,0,0,0,0
5R25HL108825-15,0,0,0,0,0,0,0,1
1R21HL173807-01A1,0,0,0,1,0,0,0,0
5R21HL175536-02,0,0,0,0,0,1,0,0
1F30HL178290-01,1,0,0,0,0,0,0,0
5UH3HL165065-04,0,0,0,1,0,0,0,0
5UH3HL157401-04,0,0,0,1,0,0,0,0
5F31HL176051-02,1,0,0,0,0,0,0,0
